"","SubID","socialConnectedness_mean","time","loneliness_mean","traitEmpathyIRI_mean","traitEmpathyIRI_fant_mean","traitEmpathyIRI_PT_mean","traitEmpathyIRI_EC_mean","traitEmpathyIRI_PD_mean","IOS_immediateFamily","IOS_immediateFamilyNum","IOS_extendedFamily","IOS_extendedFamilyNum","IOS_friend","IOS_friendNum","IOS_acquaintance","IOS_acquaintanceNum","IOS_strangerNum","inclusionOtherSelf_mean","inclusionOtherSelf_mean_nostranger","wellbeingPresent","wellbeingFuture","wellbeing_mean","attentionCheck1","attentionCheck2","attentionCheck3","socialConnectedness_mean_T1","loneliness_mean_T1","traitEmpathyIRI_mean_T1","traitEmpathyIRI_fant_mean_T1","traitEmpathyIRI_PT_mean_T1","traitEmpathyIRI_EC_mean_T1","traitEmpathyIRI_PD_mean_T1","IOS_immediateFamily_T1","IOS_immediateFamilyNum_T1","IOS_extendedFamily_T1","IOS_extendedFamilyNum_T1","IOS_friend_T1","IOS_friendNum_T1","IOS_acquaintance_T1","IOS_acquaintanceNum_T1","IOS_strangerNum_T1","inclusionOtherSelf_mean_T1","inclusionOtherSelf_mean_nostranger_T1","wellbeingPresent_T1","wellbeingFuture_T1","wellbeing_mean_T1","priorMedExpClosed","priorMedExpOpen","priorMedExpHours","age","agefull","birth","pronouns","yearslivedUS","UserLang","firstLangEng","yearsspeakingEng","zip","EnglishProficiency","jobtitle","householdNum","householdComp1","householdComp2","householdComp3","householdComp4","politicalIssues","socialIssues","economicIssues","evangelic","spirituality","gender","ethnicity","ethnicityDescribe","education","educationfull","employment","employmentDescribe","employmentfull","income","incomefull","religionAffiliation","religionStrength","handedness","Female","Male","Other_gender","NoCollegeDegree","YesCollegeDegree","Lower","Upper","Dont_know","Employed","Unemployed","Student","Other_employment","White","Black","Hispanic","OtherRace","Asian","Other","recruited","openQuestion","commitmentRequest","attentionCheck1_T1","attentionCheck2_T1","attentionCheck3_T1","socialConnectedness_mean_T2","loneliness_mean_T2","traitEmpathyIRI_mean_T2","traitEmpathyIRI_fant_mean_T2","traitEmpathyIRI_PT_mean_T2","traitEmpathyIRI_EC_mean_T2","traitEmpathyIRI_PD_mean_T2","IOS_immediateFamily_T2","IOS_immediateFamilyNum_T2","IOS_extendedFamily_T2","IOS_extendedFamilyNum_T2","IOS_friend_T2","IOS_friendNum_T2","IOS_acquaintance_T2","IOS_acquaintanceNum_T2","IOS_strangerNum_T2","inclusionOtherSelf_mean_T2","inclusionOtherSelf_mean_nostranger_T2","wellbeingPresent_T2","wellbeingFuture_T2","wellbeing_mean_T2","attentionCheck1_T2","attentionCheck2_T2","attentionCheck3_T2","GroupID","medFinish","medStart","medEnd","medNumCompleted","medPercentageCompleted","medicationsScanday"
"60",81,2.9,1,3.3,3.92857142857143,3.85714285714286,4.57142857142857,4.28571428571429,3,"Mom",3,"Cousin",5,"Lilly",2,"Kieth",1,1,2.4,2.75,4,5,4.5,"6","1","2",2.9,3.3,3.92857142857143,3.85714285714286,4.57142857142857,4.28571428571429,3,"Mom",3,"Cousin",5,"Lilly",2,"Kieth",1,1,2.4,2.75,4,5,4.5,"2","","","29","young adult","09/10/1993","1","30","EN","1","","20746","","Military public health","1","1","1","1","1","4","4","4","2","3","female","White","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed full-time for pay","Upper","$60,000 - $89,999","Protestant","2","Right",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"Research match ","","2","6","1","2",3.9,2.9,4,3.85714285714286,4.85714285714286,4.71428571428571,2.57142857142857,"Mom",4,"Cousin",6,"Friend",4,"Cashier",2,2,3.6,4,4,6,5,"6","1","2","LKM",1,"4/24","5/20",24,100,"None"
"61",82,4.6,1,2.25,3.32142857142857,2.71428571428571,3.85714285714286,3.85714285714286,2.85714285714286,"Jack",2,"Tova",1,"Sherry - long time friend",5,"Carol - neighbor",2,1,2.2,2.5,6,5,5.5,"6","1","2",4.6,2.25,3.32142857142857,2.71428571428571,3.85714285714286,3.85714285714286,2.85714285714286,"Jack",2,"Tova",1,"Sherry - long time friend",5,"Carol - neighbor",2,1,2.2,2.5,6,5,5.5,"2","","","75","old adult","12/06/1947","1","76","EN","1","","20814","","Retired IT Specialist","1","1","1","1","1","2","2","6","","4","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Other","","Retired","Upper","Over $180,000","Jewish","3","Right",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Flyer posted","none","2","6","1","2",4.15,2.5,3.53571428571429,2.42857142857143,4.14285714285714,4.57142857142857,3,"Brother ",3,"Neice",2,"Sherry",5,"Neighbor ",2,1,2.6,3,5,5,5,"6","1","2","PMR",1,"4/17/2023","5/13/2023",22,91.67,NA
"62",87,3.5,1,2.8,4.03571428571429,4.57142857142857,2.42857142857143,4.71428571428571,4.42857142857143,"Mom",3,"My grandma (maternal, died in 2017)",6,"Coworker",4,"Neighbor",1,1,3,3.5,6,8,7,"6","1","2",3.5,2.8,4.03571428571429,4.57142857142857,2.42857142857143,4.71428571428571,4.42857142857143,"Mom",3,"My grandma (maternal, died in 2017)",6,"Coworker",4,"Neighbor",1,1,3,3.5,6,8,7,"2","","","22","young adult","9/12/2000","1","22","EN","1","","20008","","Research Associate I Genomic Medicine at J. Craig Venter Institute. I work primarily with synthetic phage, engineering phages to become possible therapeutics through the use of Tar cloning","2","2","1","1","1","2","2","1","1","5","female","Asian","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Protestant","5","Right",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Through research match ","","2","6","1","2",4.1,2.4,4,4.85714285714286,2.85714285714286,4.28571428571429,4,"mom",2,"grandma",4,"coworker",3,"neighbor",2,1,2.4,2.75,8,9,8.5,"6","1","2","PMR",1,"5/1/2023","5/27/2023",20,83.33,"Concerta XR 36 mg, Ritalin 10 mg"
"63",88,5.3,1,1.55,3.89285714285714,4.71428571428571,5,4.85714285714286,1,"Spouse ",6,"Uncle",1,"Good friend ",3,"Neighbor ",2,1,2.6,3,8,9,8.5,"6","1","2",5.3,1.55,3.89285714285714,4.71428571428571,5,4.85714285714286,1,"Spouse ",6,"Uncle",1,"Good friend ",3,"Neighbor ",2,1,2.6,3,8,9,8.5,"2","","","45","middle adult","8/5/1977","2","46","EN","1","","20019","","Sound Recorder ","4","1","3","1","1","4","4","4","","6","male","Black","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","Freelance ","2,13","Upper","$90,000 - $179,999","Nothing","1","Right",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Research matcg","No","2","6","1","2",5.3,2.05,3.78571428571429,4.71428571428571,4.28571428571429,4.57142857142857,1.57142857142857,"Spouse ",5,"Cousin ",2,"Friend",4,"Cashier ",1,1,2.6,3,8,10,9,"6","1","2","LKM",1,"5/1","5/27",23,95.83,"none"
"64",91,5.2,1,1.75,3.07142857142857,3,4,3.14285714285714,2.14285714285714,"We used to be close when we were younger and now we are quite distant.",1,"I am very close to my maternal grandmother. Although we may not agree with everything we are quite connected. ",4,"I am very close to my college friend and we connected on a wide variety of topics. We talk about personal and professional struggles. ",5,"I have a neighbor who I am on friendly terms with. Her family and mine do things together. ",3,1,2.8,3.25,7,8,7.5,"6","1","2",5.2,1.75,3.07142857142857,3,4,3.14285714285714,2.14285714285714,"We used to be close when we were younger and now we are quite distant.",1,"I am very close to my maternal grandmother. Although we may not agree with everything we are quite connected. ",4,"I am very close to my college friend and we connected on a wide variety of topics. We talk about personal and professional struggles. ",5,"I have a neighbor who I am on friendly terms with. Her family and mine do things together. ",3,1,2.8,3.25,7,8,7.5,"2","","","34","young adult","1988/12/28","2","35","EN","1","","20815","","Senior Permits Biologist. I work on regulating the international wildlife trade. ","2","1","1","1","2","3","4","3","","3","male","Asian","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","Over $180,000","Agnostic","2","Left",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Friendship Village Center","Happy to have found it!","2","6","1","2",4.7,2.1,3.21428571428571,3.71428571428571,4,3,2.14285714285714,"Sibling",3,"Grandma",4,"Best Friend",6,"Restaurant Owner",1,1,3,3.5,7,8,7.5,"6","1","2","PMR",1,"5/29/2023","6/24/2023",23,95.83,"latuda 40 mg lamictal 25 mg"
"65",93,4.35,1,1.9,3.03571428571429,1.57142857142857,4.71428571428571,3.57142857142857,2.28571428571429,"Child",3,"Brother",2,"Childhood friend",1,"Neighbor",1,1,1.6,1.75,4,7,5.5,"6","1","2",4.35,1.9,3.03571428571429,1.57142857142857,4.71428571428571,3.57142857142857,2.28571428571429,"Child",3,"Brother",2,"Childhood friend",1,"Neighbor",1,1,1.6,1.75,4,7,5.5,"2","","","65","old adult","13/17/1957","1","66","EN","1","","20019","","Caretaker","1","1","1","1","1","5","5","2","","5","female","Black","","NoCollegeDegree","Some college","Unemployed","","Unemployed less than 6 months, expects to work","Lower","$10,000 - $14,999","Other","5","Right",1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"Email","There are no questions I would like to ask.","2","6","1","2",3.7,2.6,2.89285714285714,2.14285714285714,3.42857142857143,3.42857142857143,2.57142857142857,"Child",4,"Aunt",2,"Co worker",1,"Cashier ",1,1,1.8,2,3,8,5.5,"1","1","2","PMR",1,"5/1/2023","5/27/2023",22,91.67,NA
"66",98,5.65,1,1.75,4.03571428571429,4.85714285714286,4,4.71428571428571,2.57142857142857,"Father",4,"Cousin",3,"Coworker that became very good friends",5,"Building receptionist ",1,1,2.8,3.25,7,10,8.5,"6","1","2",5.65,1.75,4.03571428571429,4.85714285714286,4,4.71428571428571,2.57142857142857,"Father",4,"Cousin",3,"Coworker that became very good friends",5,"Building receptionist ",1,1,2.8,3.25,7,10,8.5,"2","","","28","young adult","Oct 1st, 1994","1","3","EN","2","25","20001","1","Graduate Student","1","","","","","2","1","2","","6","female","Hispanic","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Student","","Full-time student","Lower","$15,000 - $24,999","Agnostic","1","Right",1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,"Research match","","2","6","1","2",5.45,1.75,3.82142857142857,4.71428571428571,3.71428571428571,4.28571428571429,2.57142857142857,"Mom",5,"Cousin",4,"Coworker friend",6,"Receptionist",1,1,3.4,4,8,10,9,"6","1","2","LKM",1,"5/8","6/3",23,95.83,NA
"67",102,2.7,1,3.1,4.25,4.85714285714286,4.57142857142857,4.14285714285714,3.42857142857143,"My younger brother and I are not close by distance, but we are very close emotionally. I can see myself in him and I always try to fight for him and things he wants. I always want to protect him from any bad experiences that I had to face.",4,"I choose my grandmother. I don't have much in common with her, but I always feel loved by her. Even though I am against some of her thinking, I can always empathize with her and understand why she thinks the way she thinks.",2,"I choose a friend from grad-school. She and I only spent 10 months together but we became very close and are still very good friends after 4-5 yrs. ",3,"My neighbor. We aren't very much close and rarely talk, but when we talk, it's always good. ",1,1,2.2,2.5,5,8,6.5,"6","1","2",2.7,3.1,4.25,4.85714285714286,4.57142857142857,4.14285714285714,3.42857142857143,"My younger brother and I are not close by distance, but we are very close emotionally. I can see myself in him and I always try to fight for him and things he wants. I always want to protect him from any bad experiences that I had to face.",4,"I choose my grandmother. I don't have much in common with her, but I always feel loved by her. Even though I am against some of her thinking, I can always empathize with her and understand why she thinks the way she thinks.",2,"I choose a friend from grad-school. She and I only spent 10 months together but we became very close and are still very good friends after 4-5 yrs. ",3,"My neighbor. We aren't very much close and rarely talk, but when we talk, it's always good. ",1,1,2.2,2.5,5,8,6.5,"2","","","32","young adult","25th February 1991","1","3","EN","2","26","20852","1","Scientist-II, Process Development ","2","1","1","1","1","1","1","1","","4","female","Asian","","YesCollegeDegree","Doctoral or professional degree (for example, Ph.D., M.D., J.D., D.V.M., D.D.M.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Hindu","1","Left",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Via ResearchMatch ","Good study.","2","6","1","2",2.65,2.75,4.14285714285714,4.42857142857143,4.57142857142857,4.71428571428571,2.85714285714286,"Spouse",6,"grandfather",2,"university friend",4,"neighbor",2,2,3.2,3.5,6,8,7,"6","1","2","LKM",1,"5/1","5/27",24,100,"none"
"68",103,5.15,1,1.8,3.60714285714286,3.85714285714286,3.85714285714286,3.85714285714286,2.85714285714286,"mother",1,"aunt",1,"roommate",4,"receptionist at office",1,3,2,1.75,7,9,8,"6","1","2",5.15,1.8,3.60714285714286,3.85714285714286,3.85714285714286,3.85714285714286,2.85714285714286,"mother",1,"aunt",1,"roommate",4,"receptionist at office",1,3,2,1.75,7,9,8,"2","","","25","young adult","3/25/1998","1","25","EN","1","","22314","","Researcher. Research market viability of education programs","1","1","1","1","1","4","3","5","","1","female","Asian","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed full-time for pay","Lower","$40,000 - $59,999","Atheist","1","Right",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"Research Match subscription","N/A","2","6","1","2",5.1,1.7,3.46428571428571,4.28571428571429,3.71428571428571,3.71428571428571,2.14285714285714,"mother",4,"uncle",2,"roommate",5,"front desk",1,2,2.8,3,8,9,8.5,"6","1","2","LKM",1,"5/1","5/27",23,95.83,NA
"69",106,3.8,1,2.2,3.67857142857143,4.42857142857143,3,3.71428571428571,3.57142857142857,"Sibling ",2,"Uncle",2,"Childhood friend",5,"Neighbor",1,1,2.2,2.5,6,7,6.5,"6","1","2",3.8,2.2,3.67857142857143,4.42857142857143,3,3.71428571428571,3.57142857142857,"Sibling ",2,"Uncle",2,"Childhood friend",5,"Neighbor",1,1,2.2,2.5,6,7,6.5,"2","","","25","young adult","09/08/1997","1","26","EN","1","","22202","","Product Owner at U.S. Bank","2","1","1","1","2","2","2","3","","3","female","Asian","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Hindu","3","Left",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Through ResearchMatch","No questions!","2","6","1","2",3.55,2.6,3.67857142857143,4,3.28571428571429,3.85714285714286,3.57142857142857,"Mother",4,"Uncle",3,"College friend",6,"Neighbor",1,1,3,3.5,6,7,6.5,"6","1","2","LKM",1,"5/1","5/27",24,100,"Birth Control"
"70",109,4.1,1,2.4,2,2.28571428571429,1.57142857142857,2.71428571428571,1.42857142857143,"sister M",3,"cousin N",1,"running buddy",4,"neighbor M",1,1,2,2.25,7,8,7.5,"6","1","2",4.1,2.4,2,2.28571428571429,1.57142857142857,2.71428571428571,1.42857142857143,"sister M",3,"cousin N",1,"running buddy",4,"neighbor M",1,1,2,2.25,7,8,7.5,"2","","","36","young adult","07/12/1986","1","37","EN","1","","21045","","Homemaker","5","1","4","1","1","4","3","3","1","6","female","Black","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Other","","Homemaker","Upper","$90,000 - $179,999","Protestant","7","Right",1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,"researchmatch
","I answered the question about others living in my household. Neither of the categories’ descriptions seemed to cover my spouse. I do live with my spouse.","2","6","1","2",4.1,2.25,2.57142857142857,2.71428571428571,2.42857142857143,3.14285714285714,2,"Spouse",4,"Niece",3,"Sunday run buddy",4,"School principal",1,1,2.6,3,7,8,7.5,"6","1","2","LKM",1,"5/1","5/27",24,100,"None"
"71",115,3.55,1,1.9,3.35714285714286,3.71428571428571,4.14285714285714,4,1.57142857142857,"Father",4,"Grandmother",3,"Childhood friend",5,"Distant coworker",3,2,3.4,3.75,6,9,7.5,"6","1","2",3.55,1.9,3.35714285714286,3.71428571428571,4.14285714285714,4,1.57142857142857,"Father",4,"Grandmother",3,"Childhood friend",5,"Distant coworker",3,2,3.4,3.75,6,9,7.5,"2","","","28","young adult","09/17/1994","1","29","EN","1","","20815","","Research associate. I help manage paperwork, research documentation, experiments, and IRB submission. Note - I don't work in a field of research related to your study (fMRI, meditation, psychology/neuroscience/etc.)","5","3","1","4","1","1","1","2","","4","female","Asian","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Nothing","3","Right",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Not sure - possibly received a Research Match email about it","","2","6","1","2",3.5,2.85,3.71428571428571,4.28571428571429,3.85714285714286,4,2.71428571428571,"father",4,"aunt",3,"closest friend from college",4,"client",3,3,3.4,3.5,5,8,6.5,"6","1","2","LKM",1,"5/8","6/3",21,87.5,"Spironolactone 50 mg x 2"
"72",119,3.7,1,2.7,3.25,3.42857142857143,3.71428571428571,3.85714285714286,2,"Sister",2,"Niece",2,"Friend",2,"Storeowner",1,1,1.6,1.75,4,6,5,"6","1","2",3.7,2.7,3.25,3.42857142857143,3.71428571428571,3.85714285714286,2,"Sister",2,"Niece",2,"Friend",2,"Storeowner",1,1,1.6,1.75,4,6,5,"2","","","61","old adult","07/21/1961","1","41","EN","1","","20770","","35 years in international development as a Program Manager and Technical Expert.  Now semi-retired working part-time as a retail associate.","1","1","1","1","1","2","1","4","","3","female","Black","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed part-time for pay","Lower","$25,000 - $39,999","Nothing","2","Right",1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,"ResearchMatch","None yet.  Very much interested in understanding how meditation practice can affect mental state and health. ","2","6","1","2",3.6,2.65,3.39285714285714,3.85714285714286,3.42857142857143,4.14285714285714,2.14285714285714,"Son",3,"Niece",2,"Colleague turned good friend",2,"Owner of local stor",1,1,1.8,2,6,8,7,"6","1","2","LKM",1,"5/1","5/27",24,100,"none"
"73",121,4.6,1,2.1,3.60714285714286,3.85714285714286,3.42857142857143,5,2.14285714285714,"Child",5,"Niece ",4,"Fellow mom friend",4,"Neighbor",3,2,3.6,4,6,7,6.5,"6","1","2",4.6,2.1,3.60714285714286,3.85714285714286,3.42857142857143,5,2.14285714285714,"Child",5,"Niece ",4,"Fellow mom friend",4,"Neighbor",3,2,3.6,4,6,7,6.5,"2","","","53","middle adult","12/9/1970","1","53","EN","1","","20815","","Pediatric Attending","5","1","4","1","1","4","3","4","","7","female","Asian","","YesCollegeDegree","Doctoral or professional degree (for example, Ph.D., M.D., J.D., D.V.M., D.D.M.)","Employed","","Employed part-time for pay","Upper","Over $180,000","Hindu","5","Right",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Research Match","No","2","6","1","2",5.05,2,3.82142857142857,4.28571428571429,4.57142857142857,4.85714285714286,1.57142857142857,"Child ",6,"Niece",3,"Mom friend",3,"Neighbor",2,1,3,3.5,8,9,8.5,"6","1","2","LKM",1,"5/1","5/27",21,87.5,NA
"74",122,4.95,1,1.9,2.60714285714286,2.85714285714286,2.71428571428571,2.85714285714286,2,"sibling",2,"niece",2,"college friend",4,"neighbor",2,1,2.2,2.5,8,9,8.5,"6","1","2",4.95,1.9,2.60714285714286,2.85714285714286,2.71428571428571,2.85714285714286,2,"sibling",2,"niece",2,"college friend",4,"neighbor",2,1,2.2,2.5,8,9,8.5,"2","","","64","old adult","March, 1959","1","65","EN","1","","20852","","PT adjunct faculty","1","1","1","1","1","2","2","2","","5","other","Asian","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed part-time for pay","Dont_know","Dont know","Jewish","5","Right",0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,"either NIH or research match","none thanks","2","6","1","2",4.75,2.1,2.64285714285714,2.71428571428571,3,2.85714285714286,2,"4",4,"3",3,"4",4,"2",2,1,2.8,3.25,8,8,8,"6","1","2","LKM",1,"5/1","5/27",23,95.83,"azstelin, zyrtec"
"75",123,4.4,1,2.35,3.14285714285714,3,3.42857142857143,3.71428571428571,2.42857142857143,"Parent",4,"Cousin",2,"Childhood friend",3,"Classmate",2,1,2.4,2.75,7,8,7.5,"6","1","2",4.4,2.35,3.14285714285714,3,3.42857142857143,3.71428571428571,2.42857142857143,"Parent",4,"Cousin",2,"Childhood friend",3,"Classmate",2,1,2.4,2.75,7,8,7.5,"2","","","24","young adult","03/27/1999","1","25","EN","1","","20016","","PhD student","2","1","1","1","2","2","2","2","","4","female","Hispanic","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Student","","Full-time student","Lower","$15,000 - $24,999","Roman Catholic","4","Right",1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,"Research match","","2","6","1","2",4.25,2.2,3.71428571428571,3.85714285714286,3.71428571428571,4.14285714285714,3.14285714285714,"Parent",4,"Cousin",2,"School friend",4,"Classmate",2,1,2.6,3,6,7,6.5,"6","1","2","PMR",1,"5/1/2023","5/27/2023",23,95.83,NA
"76",126,4.5,1,2,3.14285714285714,3.14285714285714,3.71428571428571,3.57142857142857,2.14285714285714,"Mother",3,"Niece",1,"Coworker",2,"Neighbor",2,1,1.8,2,7,9,8,"6","1","2",4.5,2,3.14285714285714,3.14285714285714,3.71428571428571,3.57142857142857,2.14285714285714,"Mother",3,"Niece",1,"Coworker",2,"Neighbor",2,1,1.8,2,7,9,8,"2","","","39","young adult","08/25/1983","1","11","EN","2","33","20735","1","Dental Laboratory Technician ","4","2","1","2","1","5","5","6","","6","female","Hispanic","","YesCollegeDegree","Doctoral or professional degree (for example, Ph.D., M.D., J.D., D.V.M., D.D.M.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Roman Catholic","6","Both",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"Through research match ","Is the rosary considered a meditation? If it is i do that every day…it has changed many things for me since I started doing it daily. I know that for many people meditation is only what they see budists or hinduists do with the crossed legs and the humming, so I am not sure what this study considers to be meditation, hence why i put i don’t meditate since i was not sure…thanks! ","2","6","1","2",4.45,2.35,2.92857142857143,3,3.85714285714286,2.85714285714286,2,"Spouse",6,"Niece",1,"Coworker",2,"Neighbor",2,1,2.4,2.75,8,10,9,"6","1","2","PMR",1,"5/1/2023","5/27/2023",23,95.83,NA
"77",130,3.45,1,2.35,3.32142857142857,3.85714285714286,2.71428571428571,3.14285714285714,3.57142857142857,"Mother",1,"Aunt",2,"Coworker",2,"Neighbor",1,1,1.4,1.5,5,6,5.5,"6","1","2",3.45,2.35,3.32142857142857,3.85714285714286,2.71428571428571,3.14285714285714,3.57142857142857,"Mother",1,"Aunt",2,"Coworker",2,"Neighbor",1,1,1.4,1.5,5,6,5.5,"2","","","32","young adult","12/20/1990","2","33","EN","1","","20878","",".I work at a resturant primarily as a dish washer0","1","1","1","1","1","3","3","3","","1","male","Asian","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed part-time for pay","Lower","$25,000 - $39,999","Atheist","1","Right",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"ResearchMatch email ","","2","6","1","2",3.05,2.15,3.17857142857143,3.85714285714286,3.14285714285714,3,2.71428571428571,"Mother",1,"Youngest maternal aunt",2,"Shift lead Claudia",3,"Manager at the nearby pizza place",1,1,1.6,1.75,4,6,5,"6","1","2","LKM",1,"5/8","6/3",23,95.83,"My prescription medication and 2 dose of nyquill"
"78",136,4.05,1,2.7,3.25,3.14285714285714,3.57142857142857,3.42857142857143,2.85714285714286,"Parent",3,"Cousin",2,"Roommate",5,"Coworker",3,1,2.8,3.25,5,6,5.5,"6","1","2",4.05,2.7,3.25,3.14285714285714,3.57142857142857,3.42857142857143,2.85714285714286,"Parent",3,"Cousin",2,"Roommate",5,"Coworker",3,1,2.8,3.25,5,6,5.5,"2","","","24","young adult","12/01/1998","2","13","EN","1","","20002","","Program officer at an international development organisation - mostly program management, administrative management","1","1","1","1","4","2","2","1","","2","male","Hispanic","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$60,000 - $89,999","Roman Catholic","2","Right",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"ResearchMatch","Nope!","2","6","1","2",5.25,2,3.14285714285714,2.85714285714286,3.57142857142857,4.14285714285714,2,"Parent",4,"Grandparent",4,"College friend",6,"Coworker",3,2,3.8,4.25,6,8,7,"6","1","2","LKM",1,"5/8","6/3",23,95.83,"Montelukast 10 mg, arbuterol, emtric-tenofo 200-300mg, levothyroxine sodium 50 mcg"
"79",138,3.3,1,2.85,2.53571428571429,2.71428571428571,1.42857142857143,3.42857142857143,2.57142857142857,"Spouse ",5,"Uncle",2,"College friend ",2,"Neighbor",1,1,2.2,2.5,4,7,5.5,"6","1","2",3.3,2.85,2.53571428571429,2.71428571428571,1.42857142857143,3.42857142857143,2.57142857142857,"Spouse ",5,"Uncle",2,"College friend ",2,"Neighbor",1,1,2.2,2.5,4,7,5.5,"2","","","43","middle adult","7/17/1979","2","44","EN","1","","22003","","Attorney ","4","1","3","1","1","1","1","1","","1","male","White","","YesCollegeDegree","Doctoral or professional degree (for example, Ph.D., M.D., J.D., D.V.M., D.D.M.)","Employed","","Employed full-time for pay","Upper","Over $180,000","Nothing","1","Left",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"From my wife","None","2","6","1","2",3.4,2.65,2.96428571428571,3,2.57142857142857,4,2.28571428571429,"Spouse",4,"Aunt",2,"College friend",1,"Bike shop maintenance guy",1,1,1.8,2,6,7,6.5,"6","1","2","LKM",1,"6/29","6/24",21,87.5,"Atorvastatin; blood pressure meds"
"80",139,4.65,1,2.25,3.14285714285714,3.42857142857143,3.71428571428571,3.57142857142857,1.85714285714286,"parent",4,"cousin",2,"coworker",4,"neighbor",2,1,2.6,3,7,8,7.5,"6","1","2",4.65,2.25,3.14285714285714,3.42857142857143,3.71428571428571,3.57142857142857,1.85714285714286,"parent",4,"cousin",2,"coworker",4,"neighbor",2,1,2.6,3,7,8,7.5,"2","","","38","young adult","07/20/1984","2","12","EN","2","26","22201","1","Policy Analyst","3","1","2","1","1","4","3","5","","2","male","Hispanic","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","Over $180,000","Roman Catholic","1","Right",0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,"Through DC Hispanic Network ","I do not. ","2","6","1","2",4.7,2.45,3.14285714285714,3.42857142857143,3.28571428571429,3.71428571428571,2.14285714285714,"Sibling",5,"nephew",3,"childhood friend",4,"neighbor",2,1,3,3.5,7,8,7.5,"6","1","2","LKM",1,"5/22","6/17",20,83.33,"none"
"81",141,5.35,1,1.75,3.03571428571429,2.14285714285714,4,4.28571428571429,1.71428571428571,"mother",3,"husband",4,"best friend",3,"my neighbor",1,1,2.4,2.75,8,9,8.5,"6","1","2",5.35,1.75,3.03571428571429,2.14285714285714,4,4.28571428571429,1.71428571428571,"mother",3,"husband",4,"best friend",3,"my neighbor",1,1,2.4,2.75,8,9,8.5,"2","","","33","young adult","10/26/1989","1","12","EN","1","","22209","","program manager","2","1","1","2","1","3","3","5","","6","female","Hispanic","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$60,000 - $89,999","Roman Catholic","5","Right",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"through work email","interested in learning how to formally meditate!","2","6","1","2",5.25,1.6,3.53571428571429,2.28571428571429,5,4.85714285714286,2,"mother",3,"husband",4,"childhood friend since 3 years old",4,"neighbor",1,1,2.6,3,8,9,8.5,"6","1","2","PMR",1,"5/22/2023","6/3/2023",24,100,NA
